NO_OF_CHLD,EDU_DESC,MRRY_DESC,ADDR_PRVC,OCPN_DESC,NO_OF_CHLD_prev,EDU_DESC_prev,MRRY_DESC_prev,ADDR_PRVC_prev,OCPN_DESC_prev
0.0,,single,นครราชสีมา,service business employee,0.0,,,นครราชสีมา,unemployed
0.0,vocational certificate,married,สระแก้ว,freelance,0.0,vocational certificate,married,กรุงเทพมหานคร,industrial business employee
1.0,bachelor's degree,married,กรุงเทพมหานคร,service business entrepreneur,1.0,bachelor's degree,married - registered,กรุงเทพมหานคร,service business entrepreneur
0.0,vocational certificate/ diploma,single,นครศรีธรรมราช,service business employee,0.0,vocational certificate/ diploma,single,นครศรีธรรมราช,"student, university student"
0.0,,single,ร้อยเอ็ด,commerce employee,0.0,,others,ร้อยเอ็ด,commerce employee
0.0,vocational certificate/ diploma,single,อุดรธานี,agricultural/ agro industry entrepreneur,0.0,vocational certificate/ diploma,single,อุดรธานี,"employee of company, store, office"
0.0,others,single,ฉะเชิงเทรา,commerce entrepreneur,0.0,others,single,ฉะเชิงเทรา,"employee of company, store, office"
2.0,master's degree,married - registered,นครพนม,"teacher and executive in kindergarten; primary, secondary, vocational school",2.0,bachelor's degree,married - registered,นครพนม,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,less than high school,widow,สิงห์บุรี,unemployed,0.0,less than high school,widow,สิงห์บุรี,unemployed
0.0,vocational certificate/ diploma,single,ระยอง,commerce entrepreneur,0.0,vocational certificate/ diploma,single,ระยอง,industrial business employee
0.0,less than high school,married,กรุงเทพมหานคร,commerce employee,0.0,less than high school,married,กรุงเทพมหานคร,freelance
0.0,master's degree,single,กรุงเทพมหานคร,industrial business employee,0.0,master's degree,single,กรุงเทพมหานคร,industrial business employee
0.0,others,married - non registered,สมุทรปราการ,industrial business employee,0.0,vocational certificate,single,สมุทรปราการ,industrial business employee
0.0,bachelor's degree,single,นราธิวาส,government employee,0.0,others,single,นราธิวาส,"student, university student"
0.0,high school,single,สุราษฎร์ธานี,freelance,0.0,high school,single,สุราษฎร์ธานี,agricultural/ agro industry entrepreneur
0.0,bachelor's degree,married - non registered,สมุทรปราการ,industrial business employee,0.0,bachelor's degree,single,สมุทรปราการ,commerce employee
0.0,others,married,กำแพงเพชร,commerce entrepreneur,0.0,others,others,กำแพงเพชร,"student, university student"
0.0,bachelor's degree,single,นครราชสีมา,commerce entrepreneur,0.0,,single,นครราชสีมา,service business employee
0.0,bachelor's degree,single,อุดรธานี,commerce entrepreneur,0.0,bachelor's degree,single,อุดรธานี,employee of foundation
0.0,others,single,ระยอง,industrial business employee,0.0,others,married - registered,ขอนแก่น,service business employee
0.0,less than high school,married,นครศรีธรรมราช,industrial business employee,0.0,less than high school,widow,สมุทรปราการ,freelance
0.0,bachelor's degree,married - registered,ชลบุรี,service business employee,0.0,others,single,สมุทรสาคร,commerce employee
0.0,bachelor's degree,married - registered,นครศรีธรรมราช,industrial business employee,0.0,,single,นครศรีธรรมราช,state enterprise employee
0.0,master's degree,married,สมุทรสาคร,state enterprise employee,0.0,master's degree,single,สมุทรสาคร,government employee
0.0,bachelor's degree,married - registered,บุรีรัมย์,commerce entrepreneur,0.0,others,married - registered,บุรีรัมย์,commerce entrepreneur
0.0,high school,single,ชัยภูมิ,industrial business employee,0.0,high school,single,ชัยภูมิ,"employee of company, store, office"
0.0,bachelor's degree,single,มหาสารคาม,"teacher and executive in kindergarten; primary, secondary, vocational school",0.0,bachelor's degree,married - registered,มหาสารคาม,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,,single,บุรีรัมย์,commerce employee,0.0,,single,กรุงเทพมหานคร,"student, university student"
0.0,others,married - registered,กรุงเทพมหานคร,service business employee,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,service business employee
2.0,less than high school,single,กรุงเทพมหานคร,unemployed,2.0,less than high school,single,กรุงเทพมหานคร,freelance
0.0,others,single,ระยอง,industrial business employee,0.0,others,single,อุดรธานี,industrial business employee
0.0,high school,single,เชียงราย,service business employee,0.0,high school,single,เชียงราย,commerce entrepreneur
0.0,others,single,พระนครศรีอยุธยา,"teacher and executive in kindergarten; primary, secondary, vocational school",0.0,others,married - registered,พระนครศรีอยุธยา,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,high school,single,นครศรีธรรมราช,freelance,0.0,high school,divorce,นครศรีธรรมราช,freelance
